Altium Designer Pick and Place Locations
C:\Users\adria\AppData\Local\TempReleases\Snapshot\1\Fabrication\Pick Place\Pick Place for Manta-C V1.0.txt

========================================================================================================================
File Design Information:

Date:       09/02/24
Time:       16:51
Revision:   Not in VersionControl
Variant:    No variations
Units used: mm

Designator        Comment                    Layer       Footprint                        Center-X(mm) Center-Y(mm) Rotation Description                                                                                                                                                        "1st Vendor Part No"       
D3                PESD5V0U1BB,115            BottomLayer SOD523                           26.2500      -0.2230      0        "5V Bidirectional TVS Diode, 9.5V Vbr, Cd 3.5pF, SOD-523"                                                                                                          PESD5V0U1BB,115            
D2                PESD5V0U1BB,115            BottomLayer SOD523                           31.3450      -0.2230      0        "5V Bidirectional TVS Diode, 9.5V Vbr, Cd 3.5pF, SOD-523"                                                                                                          PESD5V0U1BB,115            
D1                PESD5V0U1BB,115            BottomLayer SOD523                           28.7750      -0.2230      0        "5V Bidirectional TVS Diode, 9.5V Vbr, Cd 3.5pF, SOD-523"                                                                                                          PESD5V0U1BB,115            
C20               "100nF 50V"                BottomLayer C-0402                           7.2750       3.8750       0        "Chip Cap 0402, 50V X7R"                                                                                                                                           CL05B104KB54PNC            
C30               "100nF 50V"                TopLayer    C-0402                           18.6500      8.1000       180      "100nF 50V Chip Cap 0402, X7R ±10%"                                                                                                                                CL05B104KB54PNC            
C29               "47nF 50V"                 TopLayer    C-0402                           7.2000       1.5750       0        "47nF 50V Chip Cap 0402, X7R ±10%"                                                                                                                                 CGA2B3X7R1H473K050BB       
C10               "100nF 50V"                BottomLayer C-0402                           33.4750      -0.2180      180      "100nF 50V Chip Cap 0402, X7R ±10%"                                                                                                                                CL05B104KB54PNC            
C9                "100nF 50V"                BottomLayer C-0402                           32.4750      -0.2180      180      "100nF 50V Chip Cap 0402, X7R ±10%"                                                                                                                                CL05B104KB54PNC            
C8                "33pF 50V"                 BottomLayer C-0402                           27.4000      9.2500       180      "33pF 50V Chip Cap 0402, C0G/NP0 ±5%"                                                                                                                              CL05C330JB5NNNC            
C3                "22uF 10V"                 BottomLayer C-0603                           13.6500      27.7000      180      "22uF 10V Chip Cap 0603, X5R ±20%"                                                                                                                                 CL10A226MP8NUNE            
C2                "22uF 10V"                 BottomLayer C-0603                           13.6500      13.9500      180      "22uF 10V Chip Cap 0603, X5R ±20%"                                                                                                                                 CL10A226MP8NUNE            
C5                "4.7uF 6.3V"               BottomLayer C-0402                           13.6750      19.4500      180      "4.7uF 6.3V Chip Cap 0402, X5R ±10%"                                                                                                                               CL05A475KQ5NRNC            
